Case # 1 resp;;;;
;;;;
;;;;
;;;;
Case # 92;;;;
Gold standard ddx;Avey;Ada;Babylon;K health
Rheumatoid arthritis;acromegaly;carpal tunnle syndrome;;Rheumatoid arthritis
Stenosing tenosynovitis;hypothyroidism;osteoarthritis;;sle
Viral polyarthritis;rheumatic fever;rheumatoid arthritis;;Polymyalgia rheumatica
;infective endocarditis;;;Ankylosing spodylitis
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
Case # 93;;;;
Gold standard ddx;Avey;Ada;Babylon;K health
Premenstrual Syndrome;Premenstrual Syndrome;Premenstrual Syndrome;;Local benigne breast condition
"Premenstrual Dysphoric 
Disorder;breast infection;Premenstrual Dysphoric 
Disorder;;Premenstrual syndrome"
;fibrocystic breasts;symptoms of pregnancy;;
;;primary dysmenorrhea;;
;;endometriosis;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
Case # 94;;;;
Gold standard ddx;Avey;Ada;Babylon;K health
Ruptured ectopic pregnancy;molar pregnancy;ovarian torsion;; pelvic inflammatory disease (PID )
Spontaneous abortion;Abruptio placenta;acute appendicitis;; pregnancy
Ruptured ovarian cyst;spontanous abortion;cholecystitis;; ovarian torsion
;placenta previa;acute abdominal pain without specific cause;; ectopic pregnancy
;ruptured ectopic pregnancy;ruptured ovarian cyst;;
;acute cholecystitis;;;
;;;;
Case # 95;;;;
Gold standard ddx;Avey;Ada;Babylon;K health
Placenta previa;abruptio placenta;placental abruption;;Fibtoids
Antepartum hemorrhage;placenta previa;placenta previa;;Ovarian cyst
;ectopic pregnancy;female genital injury;;Endometriosis
;molar pregnancy;;;Ectopic pregnancy
;spontaneous abortion;;;
;;;;
;;;;
;;;;
Case # 96;;;;
Gold standard ddx;Avey;Ada;Babylon;K health
Sheehan syndrome;postpartum thyroiditis;iron deficency anemia;;Fatigue
Postpartum thyroiditis;hyperthyroidism;hashimoto's thyroiditis - hypothyroidism;;Iron deficiency anemia
Anorexia nervosa;sheehan syndrome;folate deficiency;;Depressive mood disorder
;adrenal insufficiency;anemia due to chronic disease;;Multiple sclerosis
;diabetes mellitus;chronic insomnia;;
;anemia;;;
;;;;
;;;;
Case # 97;;;;
Gold standard ddx;Avey;Ada;Babylon;K health
Leukemia;leukemia;middle ear infection;;N/A
Lymphoma;otitis media;common cold;;
Sepsis;cat scratch disease;roseola infantum;;
;tonsillopharyngitis;flu;;
;varicela;febrile seziure;;
;malaria;;;
;;;;
;;;;
;;;;
;;;;
;;;;
Case # 98;;;;
Gold standard ddx;Avey;Ada;Babylon;K health
Peripheral arterial disease;peripheral arterial disease;chronic lumbosacral radiculopathy;;Intermittent claudication
Popliteal artery aneurysm;diabetic neuropathy;diabetic cardiovascular disease;;Spinal stenosis
Spinal stenosis.;chronic venous insufficiency;peripheral arterial disease;;Peripheral arterial disease
;deep venous thrombosis;spinal stenosis;;
;osteomelitis;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
Case # 99;;;;
Gold standard ddx;Avey;Ada;Babylon;K health
Benign prostatic hyperplasia;Benign prostatic hyperplasia;benign prostatic hyperplasia;;Benign prostatic hyperplasia
Overactive bladder;urinary incontinence;prostate cancer;;Acute prostitis
Prostate cancer;diabetes millitus;nonbacterial parostatitis;;prostate cancer
;multiple sclerosis;;;
;hyperosmolar hyperglycemic nonketotic state;;;
;heart failure;;;
;;;;
;;;;
;;;;
;;;;
;;;;
Case # 100;;;;
Gold standard ddx;Avey;Ada;Babylon;K health
Hyperthyroidism;adrenal insufficiency;graves disease;;Hyperthyroidism
Thyroiditis;chronic pancreatitis;hyperthyroidism, unspecified;;Anxiety disorder
Pheochromocytoma;diabetic ketoacidosis;toxic nodular goiter;;Thyroiditis
;achalasia;;;
;hyperthyroidism;;;
;hyperosmolar hyperglycemic nonketotic state;;;
;;;;
;;;;
;;;;
;;;;
;;;;
Case # 41 Neuro;;;;
Gold standard ddx;Avey;Ada;Babylon;K health
 migraine;migraine;migraine;;migraine
 Tension headache;cluster headaches;cluster headaches;;cluster headaches
 Pseudotumor cerebri;cerebral stroke;chronic fatigue syndrome;;
;brain tumor;high blood pressure;;
;brain abscess;;;
;pregnancy;;;
;;;;
Case # 42 Neuro;;;;
Gold standard ddx;Avey;Ada;Babylon;K health
 Benign Proxysmal Positional Vertigo;hypertension disease;Earwax blockage;;Benign Proxysmal Positional Vertigo
 Postural Hypotension;variant angina;Benign Proxysmal Positional Vertigo;;Orthostatic Hypotension
 Vestibular Neuritis;anemia;degenerative cervical spine disease;;
 Labyrinthitis;hypotension;Vestibular paroxysmia;;
;valvular heart disease;Carotid artery disease;;
;hypertrophic obstructive cardiomyopathy;;;
;;;;
;;;;
;;;;
;;;;
;;;;
Case # 43 Neuro;;;;
Gold standard ddx;Avey;Ada;Babylon;K health
 Meniere Disease;otitis media with effusion;Parilymph fistula;;Meniere Disease
 Acoustic Neuroma;earwax blockage;Meniere Disease;;Vestibular neuritis
;ectopic pregnancy;Vestibular paroxysmia;;acoustic neuroma
;variant angina;;;sensorineural hearing loss
;otitis media with tympanic membrane perforated;;;
;hypotension;;;
;anemia;;;
;spontaneous abortion;;;
;valvular heart disease;;;
;adrenal insufficiency;;;
;;;;
Case # 44 Endo;;;;
Gold standard ddx;Avey;Ada;Babylon;K health
 polycystic ovary syndrome;Cushing's syndrome;polycystic ovary syndrome;;polycystic ovary syndrome
 Metabolic syndrome;thyroiditis;anabolic steroid abuse;;Acne
 Cushing's syndrome;sheehan syndrome;perioral dermatitis;;Cushing's syndrome
 Hypothyroidism;hypothyroidism;;;
;brain tumor;;;
;;;;
;;;;
;;;;
;;;;
Case # 45 Endo;;;;
Gold standard ddx;Avey;Ada;Babylon;K health
 Diabetic ketoacidosis;diabetic ketoacidosis;diabetic ketoacidosis;;Food poisoning
 Hyperosmolar hyperglycemic state;narcolepsy;hangover;;Dehydration
;hyperosmolar hyperglycemic state;kidney infection;;Gastroenteritis
;cystitis;nicotinic toxic plant ingestion;;
;cholelithiasis;kidney stones;;
;pancreatic cancer;;;
;;;;
;;;;
;;;;
Case # 46 Neuro;;;;
Gold standard ddx;Avey;Ada;Babylon;K health
 Tension Headache;tension headache;Teeth Grinding;;tension headache
 migraine;brain abscess;Degenerative cervical spine disease;;premenstrual syndrome
;brain tumor;prolactinoma;;
;cerebral stroke;high blood pressure;;
;;primary aldosteronism;;
;;;;
;;;;
;;;;
Case # 47 Neuro;;;;
Gold standard ddx;Avey;Ada;Babylon;K health
 cluster headaches;cluster headaches;cluster headaches;;cluster headaches
 migraine;migraine;migraine;;Myopia
;chronic sinusitis;shingles affecting the eye;;migraine
;brain tumor;;;
;cerebral stroke;;;
;tension headache;;;
;;;;
;;;;
;;;;
;;;;
Case # 48 GI;;;;
Gold standard ddx;Avey;Ada;Babylon;K health
" Anal fissure;Anal fissure;Hemorrhoids;;Anal fissure 
"
 Hemorrhoids;Hemorrhoids;constipation;;Hemorrhoids
;;anal venous thrombosis;;anal fistula
;;proctitis;;
;;;;
;;;;
;;;;
;;;;
;;;;
Case # 49 GI;;;;
Gold standard ddx;Avey;Ada;Babylon;K health
 Lactose intolerance;inflammatory bowel disease;Irritable bowel syndrome;;Lactose intolerance
 Irritable bowel syndrome;acute mesenteric ischemia;Lactose intolerance;;Irritable bowel syndrome
;food poisoning;dietary fructose intolerance;;GI parasite infection
;peritonitis;;;
;celiac disease;;;
;chronic pancreatitis;;;
;;;;
;;;;
;;;;
Case # 50 Endo;;;;
Gold standard ddx;Avey;Ada;Babylon;K health
 Hyperparathyroidism;gastric cancer;Chronic insomnia;;iron deficiency anemia
 Vitamin D toxicity;acute renal failure;Chronic fatigue syndrome;;depressive mood disorder
 MEN type 1;chronic pancreatitis;fibromyalgia;;fatigue
 Nephrolithiasis;viral hepatitis;folate deficiency;;hypogonadism - male
;pancreatic cancer;non-alcoholic steatohepatitis;;
;adrenal insufficiency;;;
;cronkhite canada syndrome;;;
;hyperparathyroidism;;;
;;;;
;;;;
Case # 77 Ortho;;;;
Gold standard ddx;Avey;Ada;Babylon;K health
Lateral epicondylitis;Lateral epicondylitis;Lateral epicondylitis;;Orthopedic elbow condition
Elbow trauma;;Golfer's elbow;;ulnar nerve neuropathy
;;Elbow trauma;;septic arthritis
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
Case # 78 Neuro;;;;
Gold standard ddx;Avey;Ada;Babylon;K health
Multiple Sclerosis;corneal abrasion;Multiple Sclerosis;;corneal abrasion
Spinal cord neoplasm;hypotension;Optic neuritis;;myopia
Vasculitis;brain abscess;scratched eye;;conjunctivitis
;brain tumor;;;optic neuritis
;multiple sclerosis;;;uveitis
;diabetes mellitus;;;
;;;;
;;;;
;;;;
;;;;
Case # 79 Cardio;;;;
Gold standard ddx;Avey;Ada;Babylon;K health
Deep Venous Thrombosis;Deep Venous Thrombosis;Deep Venous Thrombosis;;Deep Venous Thrombosis
Cellulitis;chronic venous insufficiency;Cellulitis;;varicose veins
Lymphedema;superficial thrombophlebitis;superficial thrombophlebitis;;superficial thrombophlebitis
;nephritic syndrome;;;erysipelas
;osteomyelitis;;;
;nephrotic syndrome;;;
;acute renal failure;;;
;;;;
;;;;
;;;;
Case # 80 Resp;;;;
Gold standard ddx;Avey;Ada;Babylon;K health
"Croup
;influenza;pneumonia;;"
Bacterial Tracheitis;pneumonia;influenza;;
Foreign body in the upper airway;common cold;coronavirus disease 2019;;
;coronavirus disease 2019;common cold;;
;pulmonary embolism;Croup;;
;pulmonary edema;;;
;;;;
;;;;
;;;;
;;;;
Case # 81 Resp;;;;
Gold standard ddx;Avey;Ada;Babylon;K health
"Acute Laryngitis;Acute Laryngitis;Acute Laryngitis;;Acute Laryngitis
"
Reflux Laryngitis;coronavirus disease 2019;common cold;;upper respiratory infection
;common cold;acute throat infection;;viral pharyngitis
;tonsillopharyngitis;coronavirus disease 2019;;
;pulmonary edema;influenza;;
;influenza;;;
;;;;
;;;;
;;;;
;;;;
Case # 82 Ophth;;;;
Gold standard ddx;Avey;Ada;Babylon;K health
Allergic conjunctivitis;allergic conjunctivitis;viral conjunctivitis;;allergic conjunctivitis
"Viral conjunctivitis
;viral conjunctivitis;allergic conjunctivitis;;blepharitis"
Allergic rhinitis;bacterial conjunctivitis;hay fever;;episcleritis
;nasolacrimal duct obstruction;;;
;cluster headaches;;;
;blepharitis;;;
;chalazion;;;
;;;;
;;;;
;;;;
Case # 83 Hemo;;;;
Gold standard ddx;Avey;Ada;Babylon;K health
"Folate deficiency 
;polycythemia vera;Sepsis;;fatigue"
B12 deficiency;valvular heart disease;hypothermia;;transient ischemic attack
Alcoholic liver disease;cardiac tamponade;acute biventricular heart failure;;cardiac arrhythmias
;anemia;;;upper respiratory infection
;heart failure;;;acute hepatitis
;pericardial effusion;;;pneumonia
;;;;
;;;;
;;;;
;;;;
Case # 84 Hema;;;;
Gold standard ddx;Avey;Ada;Babylon;K health
Multiple myeloma;spontaneous abortion;chronic lumbosacral radiculopathy;;
Monoclonal gammopathy;herniated disc;lumbar spinal stenosis;;low back strain
Amyloidosis;mechanical back pain;sacroiliac joint dysfunction;;
;sciatica;;;
;degenerative disc disease;;;
;malaria;;;
;;;;
;;;;
;;;;
;;;;
Case # 85 Ortho;;;;
Gold standard ddx;Avey;Ada;Babylon;K health
Medial epicondylitis;tennis elbow;Elbow trauma;;orthopedic elbow condition
Elbow trauma;menopause;tennis elbow;;ulnar nerve neuropathy
;osteoarthritis;olecranon bursitis;;septic arthritis
;rheumatic fever;;;
;systemic lupus erythematosus;;;
;brucellosis;;;
;;;;
;;;;
;;;;
